"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"65-74 years"	"65-74"	"2017"	"2017"	"Apr., 2017"	"2017/04"	400	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2017"	"2017"	"May, 2017"	"2017/05"	446	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2017"	"2017"	"Jun., 2017"	"2017/06"	379	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2017"	"2017"	"Jul., 2017"	"2017/07"	430	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2017"	"2017"	"Aug., 2017"	"2017/08"	398	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2017"	"2017"	"Sep., 2017"	"2017/09"	411	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2017"	"2017"	"Oct., 2017"	"2017/10"	405	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2017"	"2017"	"Nov., 2017"	"2017/11"	332	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2017"	"2017"	"Dec., 2017"	"2017/12"	342	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Jan., 2018"	"2018/01"	410	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Feb., 2018"	"2018/02"	343	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Mar., 2018"	"2018/03"	426	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Apr., 2018"	"2018/04"	422	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"May, 2018"	"2018/05"	429	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Jun., 2018"	"2018/06"	465	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Jul., 2018"	"2018/07"	442	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Aug., 2018"	"2018/08"	430	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Sep., 2018"	"2018/09"	411	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Oct., 2018"	"2018/10"	446	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Nov., 2018"	"2018/11"	382	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2018"	"2018"	"Dec., 2018"	"2018/12"	364	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Jan., 2019"	"2019/01"	374	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Feb., 2019"	"2019/02"	348	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Mar., 2019"	"2019/03"	428	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Apr., 2019"	"2019/04"	406	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"May, 2019"	"2019/05"	427	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Jun., 2019"	"2019/06"	413	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Jul., 2019"	"2019/07"	458	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Aug., 2019"	"2019/08"	443	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Sep., 2019"	"2019/09"	434	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Oct., 2019"	"2019/10"	386	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Nov., 2019"	"2019/11"	364	Not Applicable	Not Applicable
	"65-74 years"	"65-74"	"2019"	"2019"	"Dec., 2019"	"2019/12"	383	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Jan., 1999"	"1999/01"	191	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Feb., 1999"	"1999/02"	168	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Mar., 1999"	"1999/03"	179	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Apr., 1999"	"1999/04"	183	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"May, 1999"	"1999/05"	194	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Jun., 1999"	"1999/06"	205	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Jul., 1999"	"1999/07"	204	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Aug., 1999"	"1999/08"	194	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Sep., 1999"	"1999/09"	167	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Oct., 1999"	"1999/10"	194	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Nov., 1999"	"1999/11"	181	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"1999"	"1999"	"Dec., 1999"	"1999/12"	156	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Jan., 2000"	"2000/01"	191	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Feb., 2000"	"2000/02"	151	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Mar., 2000"	"2000/03"	185	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Apr., 2000"	"2000/04"	180	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"May, 2000"	"2000/05"	182	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Jun., 2000"	"2000/06"	178	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Jul., 2000"	"2000/07"	204	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Aug., 2000"	"2000/08"	214	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Sep., 2000"	"2000/09"	176	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Oct., 2000"	"2000/10"	183	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Nov., 2000"	"2000/11"	185	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2000"	"2000"	"Dec., 2000"	"2000/12"	152	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Jan., 2001"	"2001/01"	196	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Feb., 2001"	"2001/02"	184	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Mar., 2001"	"2001/03"	201	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Apr., 2001"	"2001/04"	185	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"May, 2001"	"2001/05"	199	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Jun., 2001"	"2001/06"	179	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Jul., 2001"	"2001/07"	201	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Aug., 2001"	"2001/08"	194	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Sep., 2001"	"2001/09"	169	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Oct., 2001"	"2001/10"	157	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Nov., 2001"	"2001/11"	174	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2001"	"2001"	"Dec., 2001"	"2001/12"	153	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Jan., 2002"	"2002/01"	166	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Feb., 2002"	"2002/02"	169	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Mar., 2002"	"2002/03"	190	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Apr., 2002"	"2002/04"	220	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"May, 2002"	"2002/05"	194	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Jun., 2002"	"2002/06"	182	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Jul., 2002"	"2002/07"	209	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Aug., 2002"	"2002/08"	206	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Sep., 2002"	"2002/09"	204	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Oct., 2002"	"2002/10"	181	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Nov., 2002"	"2002/11"	169	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2002"	"2002"	"Dec., 2002"	"2002/12"	166	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Jan., 2003"	"2003/01"	181	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Feb., 2003"	"2003/02"	141	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Mar., 2003"	"2003/03"	170	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Apr., 2003"	"2003/04"	182	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"May, 2003"	"2003/05"	199	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Jun., 2003"	"2003/06"	194	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Jul., 2003"	"2003/07"	183	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Aug., 2003"	"2003/08"	190	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Sep., 2003"	"2003/09"	166	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Oct., 2003"	"2003/10"	186	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Nov., 2003"	"2003/11"	160	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2003"	"2003"	"Dec., 2003"	"2003/12"	157	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Jan., 2004"	"2004/01"	173	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Feb., 2004"	"2004/02"	168	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Mar., 2004"	"2004/03"	199	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Apr., 2004"	"2004/04"	177	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"May, 2004"	"2004/05"	195	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Jun., 2004"	"2004/06"	170	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Jul., 2004"	"2004/07"	188	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Aug., 2004"	"2004/08"	194	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Sep., 2004"	"2004/09"	167	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Oct., 2004"	"2004/10"	167	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Nov., 2004"	"2004/11"	169	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2004"	"2004"	"Dec., 2004"	"2004/12"	149	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Jan., 2005"	"2005/01"	169	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Feb., 2005"	"2005/02"	166	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Mar., 2005"	"2005/03"	182	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Apr., 2005"	"2005/04"	198	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"May, 2005"	"2005/05"	197	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Jun., 2005"	"2005/06"	170	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Jul., 2005"	"2005/07"	229	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Aug., 2005"	"2005/08"	185	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Sep., 2005"	"2005/09"	168	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Oct., 2005"	"2005/10"	178	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Nov., 2005"	"2005/11"	192	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2005"	"2005"	"Dec., 2005"	"2005/12"	160	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Jan., 2006"	"2006/01"	179	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Feb., 2006"	"2006/02"	140	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Mar., 2006"	"2006/03"	161	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Apr., 2006"	"2006/04"	185	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"May, 2006"	"2006/05"	183	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Jun., 2006"	"2006/06"	185	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Jul., 2006"	"2006/07"	208	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Aug., 2006"	"2006/08"	181	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Sep., 2006"	"2006/09"	182	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Oct., 2006"	"2006/10"	168	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Nov., 2006"	"2006/11"	163	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2006"	"2006"	"Dec., 2006"	"2006/12"	139	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Jan., 2007"	"2007/01"	167	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Feb., 2007"	"2007/02"	162	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Mar., 2007"	"2007/03"	186	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Apr., 2007"	"2007/04"	166	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"May, 2007"	"2007/05"	206	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Jun., 2007"	"2007/06"	169	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Jul., 2007"	"2007/07"	189	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Aug., 2007"	"2007/08"	181	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Sep., 2007"	"2007/09"	186	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Oct., 2007"	"2007/10"	182	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Nov., 2007"	"2007/11"	170	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2007"	"2007"	"Dec., 2007"	"2007/12"	150	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Jan., 2008"	"2008/01"	185	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Feb., 2008"	"2008/02"	163	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Mar., 2008"	"2008/03"	171	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Apr., 2008"	"2008/04"	171	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"May, 2008"	"2008/05"	181	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Jun., 2008"	"2008/06"	177	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Jul., 2008"	"2008/07"	190	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Aug., 2008"	"2008/08"	183	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Sep., 2008"	"2008/09"	178	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Oct., 2008"	"2008/10"	175	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Nov., 2008"	"2008/11"	171	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2008"	"2008"	"Dec., 2008"	"2008/12"	160	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Jan., 2009"	"2009/01"	156	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Feb., 2009"	"2009/02"	145	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Mar., 2009"	"2009/03"	164	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Apr., 2009"	"2009/04"	177	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"May, 2009"	"2009/05"	182	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Jun., 2009"	"2009/06"	200	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Jul., 2009"	"2009/07"	172	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Aug., 2009"	"2009/08"	171	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Sep., 2009"	"2009/09"	187	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Oct., 2009"	"2009/10"	190	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Nov., 2009"	"2009/11"	156	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2009"	"2009"	"Dec., 2009"	"2009/12"	160	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Jan., 2010"	"2010/01"	157	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Feb., 2010"	"2010/02"	145	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Mar., 2010"	"2010/03"	180	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Apr., 2010"	"2010/04"	164	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"May, 2010"	"2010/05"	171	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Jun., 2010"	"2010/06"	164	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Jul., 2010"	"2010/07"	191	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Aug., 2010"	"2010/08"	196	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Sep., 2010"	"2010/09"	166	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Oct., 2010"	"2010/10"	184	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Nov., 2010"	"2010/11"	169	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2010"	"2010"	"Dec., 2010"	"2010/12"	164	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Jan., 2011"	"2011/01"	180	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Feb., 2011"	"2011/02"	131	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Mar., 2011"	"2011/03"	176	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Apr., 2011"	"2011/04"	170	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"May, 2011"	"2011/05"	197	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Jun., 2011"	"2011/06"	217	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Jul., 2011"	"2011/07"	194	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Aug., 2011"	"2011/08"	179	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Sep., 2011"	"2011/09"	205	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Oct., 2011"	"2011/10"	196	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Nov., 2011"	"2011/11"	170	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2011"	"2011"	"Dec., 2011"	"2011/12"	153	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Jan., 2012"	"2012/01"	175	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Feb., 2012"	"2012/02"	179	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Mar., 2012"	"2012/03"	157	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Apr., 2012"	"2012/04"	183	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"May, 2012"	"2012/05"	217	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Jun., 2012"	"2012/06"	201	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Jul., 2012"	"2012/07"	199	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Aug., 2012"	"2012/08"	204	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Sep., 2012"	"2012/09"	185	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Oct., 2012"	"2012/10"	197	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Nov., 2012"	"2012/11"	168	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2012"	"2012"	"Dec., 2012"	"2012/12"	164	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Jan., 2013"	"2013/01"	178	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Feb., 2013"	"2013/02"	169	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Mar., 2013"	"2013/03"	199	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Apr., 2013"	"2013/04"	203	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"May, 2013"	"2013/05"	191	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Jun., 2013"	"2013/06"	189	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Jul., 2013"	"2013/07"	192	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Aug., 2013"	"2013/08"	206	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Sep., 2013"	"2013/09"	214	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Oct., 2013"	"2013/10"	203	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Nov., 2013"	"2013/11"	186	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2013"	"2013"	"Dec., 2013"	"2013/12"	166	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Jan., 2014"	"2014/01"	179	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Feb., 2014"	"2014/02"	162	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Mar., 2014"	"2014/03"	191	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Apr., 2014"	"2014/04"	180	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"May, 2014"	"2014/05"	212	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Jun., 2014"	"2014/06"	216	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Jul., 2014"	"2014/07"	208	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Aug., 2014"	"2014/08"	218	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Sep., 2014"	"2014/09"	247	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Oct., 2014"	"2014/10"	234	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Nov., 2014"	"2014/11"	166	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2014"	"2014"	"Dec., 2014"	"2014/12"	177	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Jan., 2015"	"2015/01"	212	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Feb., 2015"	"2015/02"	158	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Mar., 2015"	"2015/03"	212	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Apr., 2015"	"2015/04"	209	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"May, 2015"	"2015/05"	221	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Jun., 2015"	"2015/06"	209	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Jul., 2015"	"2015/07"	238	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Aug., 2015"	"2015/08"	226	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Sep., 2015"	"2015/09"	191	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Oct., 2015"	"2015/10"	211	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Nov., 2015"	"2015/11"	186	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2015"	"2015"	"Dec., 2015"	"2015/12"	215	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2016"	"2016"	"Jan., 2016"	"2016/01"	197	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2016"	"2016"	"Feb., 2016"	"2016/02"	202	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"2016"	"2016"	"Mar., 2016"	"2016/03"	231	Not Applicable	Not Applicable
